,Title,Vote Average,Genre
,My Last Day Without You,5.7,Comedy
,Steppin: The Movie,5,Thriller
,Doc Holliday's Revenge,3.2,Horror
,Black Rock,4.9,Documentary
,Truth or Dare,5.7,Comedy
,The Pet,5.3,Horror|Mystery|Thriller
,Bang Bang Baby,6.6,Horror
,Fear Clinic,4,Adventure|Animation|Children|Fantasy
,Zombie Hunter,3.5,Comedy
,A Fine Step,4.1,Drama
,Charly,6.6,Mystery|Romance|Thriller
,Banshee Chapter,5.7,Comedy|Drama|Fantasy
,Ask Me Anything,5.5,Comedy
,And Then Came Love,5,Comedy
,Food Chains,7.4,Comedy|Romance|Sci-Fi
,On the Waterfront,8,Comedy|Romance
,L!fe Happens,5.3,Action|Thriller|War
,"4 Months, 3 Weeks and 2 Days",7.3,Comedy|Drama
,The Horror Network Vol. 1,5,Drama
,Hard Candy,6.8,Action
,The Quiet,6.1,Comedy|Horror
,Circumstance,7.4,Comedy|Horror|Sci-Fi
,Fruitvale Station,7.3,Adventure|Drama|Western
,The Brass Teapot,5.8,Drama|Romance|Western
,Bambi,6.8,Drama
,The Hammer,6.5,Drama
,Latter Days,6.7,Comedy|Drama
,Elza,0,Musical|Romance
,1982,5,Comedy|Drama|Romance
,"For a Good Time, Call...",5.8,Horror
,Celeste & Jesse Forever,6.4,Action
,Time Changer,5.2,Action|Adventure
,London to Brighton,6.5,Comedy|Sci-Fi
,American Hero,5,Comedy|Sci-Fi
,Windsor Drive,2,Drama|Thriller
,A Separation,7.7,Crime|Drama
,Crying with Laughter,7,Action|Comedy|Thriller|Western
,Welcome to the Dollhouse,6.9,Drama
,Ruby in Paradise,5.6,Comedy
,Raising Victor Vargas,7.8,Comedy
,Pandora's Box,7.6,Action|Horror|Sci-Fi|Thriller
,Harrison Montgomery,0,Action|Sci-Fi|Thriller
,Live-In Maid,7.8,Drama
,Deterrence,6.1,Comedy|Drama|Romance
,The Mudge Boy,7.3,Drama|Mystery
,The Young Unknowns,0,Drama
,Not Cool,3.7,Comedy
,Dead Snow,6.1,Comedy
,Saints and Soldiers,6.6,Horror|Sci-Fi
,Vessel,5.9,Comedy|Horror
,American Graffiti,6.9,Comedy|Mystery
,Iraq for Sale: The War Profiteers,8,Comedy
,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,Drama|Fantasy|Romance
,Safety Not Guaranteed,6.8,Action|Adventure
,Kevin Hart: Laugh at My Pain,7.7,Action|Adventure
,Kill List,6,Action|Adventure
,The Innkeepers,5.4,Action
,The Conformist,7.6,Action
,Interview with the Assassin,5.6,Comedy|Drama
,Donkey Punch,4.5,Adventure|Comedy|Sci-Fi
,All the Boys Love Mandy Lane,5.7,Action|Crime|Drama
,Bled,3.8,Comedy|Drama
,High Noon,7.6,Action|Thriller
,Hoop Dreams,7.7,Adventure|Comedy
,Rize,5.9,Comedy|Horror
,L.I.E.,6.7,Drama|War
,The Sisterhood of Night,6.5,Comedy|Romance
,B-Girl,5.5,Comedy|Crime
,Half Nelson,6.5,Action|Sci-Fi
,Naturally Native,0,Drama
,Hav Plenty,0,Thriller
,Adulterers,5.2,Action|Comedy
,Escape from Tomorrow,4.8,Comedy|Drama|Romance
,Starsuckers,6.2,Comedy
,The Hadza:  Last of the First,0,Drama|Thriller
,After,5.6,Comedy|Musical|Sci-Fi
,Treachery,4.8,Drama|Musical
,Walter,5.3,Drama|Musical|Mystery
,Top Hat,7.4,Drama
,The Blair Witch Project,6.3,Adventure|Comedy|Fantasy
,Woodstock,7.1,Comedy
,The Kentucky Fried Movie,6.4,Comedy
,Mercy Streets,5.5,Action|War
,Carousel of Revenge,0,Drama
,Broken Vessels,6,Drama|Romance
,Water & Power,3,Action|Drama|Mystery
,They Will Have to Kill Us First,5,Comedy
,Light from the Darkroom,0,Drama
,The Country Doctor,6,Comedy|Drama
,The Maid's Room,4.8,Drama|Romance
,A Hard Day's Night,7.3,Comedy|Crime|Romance
,The Harvest (La Cosecha),0,Comedy|Romance
,Love Letters,4.6,Drama
,Juliet and Alfa Romeo,6,Comedy|Fantasy
,Fireproof,7,Drama
,Faith Connections,4.2,Drama
,Benji,6.1,Crime|Drama
,Open Water,5.4,Drama
,High Road,5.8,Comedy|Crime|Mystery|Thriller
,Kingdom of the Spiders,5.7,Crime|Drama
,Mad Hot Ballroom,7.2,Drama
,The Station Agent,7.4,Action|Comedy|Crime
,To Save A Life,6.2,Action
,Wordplay,7.3,Drama
,Beyond the Mat,7.8,Drama
,The Singles Ward,7.5,Comedy
,Osama,6.3,Horror|Sci-Fi|Thriller
,Sholem Aleichem: Laughing In The Darkness,7,Comedy
,Groove,5.6,Action|Adventure|Crime|Drama|Thriller
,The R.M.,4.8,Comedy|Romance
,Twin Falls Idaho,7,Comedy
,Mean Creek,6.9,Comedy
,Hurricane Streets,4.8,Animation|Comedy|Musical
,Never Again,4,Drama|Sci-Fi|Thriller
,Civil Brand,5.3,Drama|Romance|Sci-Fi
,Lonesome Jim,6.4,Comedy
,Drinking Buddies,6,Comedy|Drama
,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,Action|Crime|Thriller
,Seven Samurai,8.2,Action
,The Other Dream Team,6.9,Drama
,Johnny Suede,4.7,Action|Thriller
,Finishing The Game,4.9,Comedy|Drama|Horror
,Rubber,5.7,Adventure|Comedy
,Kiss the Bride,4.2,Action|Comedy|Drama
,The Slaughter Rule,6.2,Action
,Monsters,6.2,Action
,The Californians,4,Action|Adventure|Sci-Fi|Thriller
,The Living Wake,5,Comedy|Romance
,Detention of the Dead,4.5,Action|Crime|Thriller
,Crazy Stone,6.9,Comedy|Drama
,Scott Walker: 30 Century Man,7,Comedy|Drama|Musical
,Everything Put Together,5,Action|Adventure|Drama|Sci-Fi
,Good Kill,5.9,Comedy|Drama|Romance
,The Outrageous Sophie Tucker,0,Crime|Horror|Thriller
,Now Is Good,7.3,Comedy|Drama
,Girls Gone Dead,3.5,Drama
,America Is Still the Place,0,Crime|Mystery
,Subconscious,3.4,Comedy
,Enter Nowhere,6.5,Thriller
,El Rey de Najayo,0,Action
,Fight to the Finish,5.2,Comedy|Horror|Sci-Fi
,Alleluia! The Devil's Carnival,6,Adventure|Comedy
,The Sound and the Shadow,0,Action|Drama
,Rodeo Girl,5.5,Drama
,Born to Fly: Elizabeth Streb vs. Gravity,5,Comedy
,The Little Ponderosa Zoo,2,Comedy
,The Toxic Avenger,6.3,Drama|Horror|Mystery|Thriller
,Straight Out of Brooklyn,4.3,Drama
,Bloody Sunday,7.2,Comedy
,Diamond Ruff,2.4,Crime|Drama|Thriller
,Conversations with Other Women,6.2,Comedy|Crime
,Poultrygeist: Night of the Chicken Dead,5.9,Comedy
,Mutual Friends,0,Comedy|Romance
,42nd Street,6.1,Horror
,Rise of the Entrepreneur: The Search for a Better Way,8,Comedy
,Metropolitan,7,Drama
,As It Is in Heaven,6.9,Comedy|Drama|Romance
,Roadside,4.2,Horror|Thriller
,Napoleon Dynamite,6.7,Horror|Thriller
,Blue Ruin,6.9,Drama
,Paranormal Activity,5.9,Comedy|Romance
,Dogtown and Z-Boys,7.2,Action|Comedy|Crime|Thriller
,Monty Python and the Holy Grail,7.8,Drama
,Quinceañera,7,Action|Comedy
,Gory Gory Hallelujah,1,Comedy
,Tarnation,7.5,Comedy|Crime
,I Want Your Money,3.8,Comedy
,Love in the Time of Monsters,5,Comedy
,The Beyond,6.6,Comedy|Fantasy|Horror
,What Happens in Vegas,5.8,Comedy|Drama
,The Dark Hours,5.5,Action|Horror
,My Beautiful Laundrette,6.6,Adventure|Children|Comedy|Drama
,Fabled,0,Comedy
,Show Me,5.6,Horror
,Cries and Whispers,7.8,Adventure|Comedy
,Intolerance,7.4,Comedy
,Trekkies,6.3,Adventure|Drama
,The Broadway Melody,5,Mystery|Thriller
,The Evil Dead,7.3,Crime|Musical
,Maniac,6,Action|Sci-Fi
,Censored Voices,5.1,Drama
,Murderball,6.9,Crime|Drama
,American Ninja 2: The Confrontation,4.9,Drama
,51 Birch Street,6.8,Crime|Drama
,Rotor DR1,4.7,Comedy
,12 Angry Men,8.2,Comedy|Horror
,My Dog Tulip,7.6,Comedy|Drama
,It Happened One Night,7.7,Drama|Romance|Thriller
,Dogtooth,6.9,Children|Comedy|Romance
,Tupac: Resurrection,8,Action|Comedy
,Tumbleweeds,6.2,Comedy|Drama
,The Prophecy,6.4,Drama
,When the Cat's Away,6.1,Adventure|Comedy
,Pieces of April,6.4,Comedy
,The Big Swap,0,Comedy
,Old Joy,6.3,Mystery|Thriller
,Wendy and Lucy,6.4,Drama|Musical
,3 Backyards,4.8,Comedy|Musical|Western
,Pierrot le Fou,7.6,Drama|Western
,Sisters in Law,7.3,Documentary
,Ayurveda: Art of Being,5.5,Drama
,Nothing But a Man,7,Drama|Sci-Fi
,"First Love, Last Rites",3,Comedy
,Fighting Tommy Riley,5.3,Horror
,Royal Kill,2.8,Drama
,The Looking Glass,7,Action|Comedy
,Death Race 2000,5.9,Comedy
,Locker 13,6.8,Action|Animation|Comedy|Crime|Drama|Romance|Thriller
,Midnight Cabaret,0,Drama|Horror|Mystery|Thriller
,Anderson's Cross,0,Action|Comedy|Western
,Bizarre,6.2,Comedy
,Graduation Day,5,Drama
,Some Guy Who Kills People,5.7,Drama
,Compliance,6.3,Horror|Thriller
,Chasing Amy,6.7,Documentary
,Lovely & Amazing,6.3,Drama|Romance|War
,Death Calls,0,Comedy
,Better Luck Tomorrow,6.5,Drama
,The Incredibly True Adventure of Two Girls In Love,5.7,Drama
,Chuck & Buck,5.7,Comedy
,American Desi,5,Comedy
,Amidst the Devil's Wings,0,Adventure|Comedy
,Cube,6.9,Horror|Sci-Fi|Thriller
,Love and Other Catastrophes,5.8,Comedy|Romance
,I Married a Strange Person!,7.5,Drama
,November,4.9,Romance|Sci-Fi
,Like Crazy,6.4,Comedy|Drama
,Teeth and Blood,3,Comedy|Romance
,Sugar Town,5.5,Comedy|Drama|Romance
,The Motel,7,Comedy
,The Canyons,4.1,Comedy|Romance
,On the Outs,5.9,Horror
,Shotgun Stories,6.9,Drama
,Exam,6.6,Comedy|Romance
,The Sticky Fingers of Time,4.8,Drama
,Sunday School Musical,5.5,Action|Children|Comedy
,Rust,0,Action|Children|Comedy
,Ink,6.4,Action|Children
,The Christmas Bunny,5.7,Action|Thriller
,Butterfly,5,Horror
,UnDivided,0,Comedy|Horror
,The Frozen,4.2,Drama|Horror|Mystery|Thriller
,Horse Camp,5.5,Comedy
,Give Me Shelter,0,Action|Adventure|Drama|Romance
,The Big Parade,7,Comedy|Drama|Musical
,Little Big Top,10,Horror|Thriller
,Along the Roadside,7.7,Comedy|Drama
,Bronson,6.9,Documentary
,Western Religion,0,Drama
,Burn,6.9,Drama
,Urbania,5.2,Comedy
,The Stewardesses,4.3,Romance|Thriller
,"The Beast from 20,000 Fathoms",6.7,Drama
,Mad Max,6.6,Crime|Drama|Romance
,Swingers,6.8,Comedy|Horror
,A Fistful of Dollars,7.6,Crime|Mystery|Thriller
,She Done Him Wrong,5.1,Documentary
,Short Cut to Nirvana: Kumbh Mela,0,Thriller
,The Grace Card,6.5,Drama
,Middle of Nowhere,6.6,Drama
,Three,6.3,Comedy
,The Business of Fancydancing,8,Comedy|Crime
,Call + Response,8,Drama|Musical|Romance
,Malevolence,4.9,Crime|Drama|Thriller
,Reality Show,5.5,Comedy|Musical|Sci-Fi
,Super Hybrid,4.6,Documentary
,Baghead,5.8,Documentary
,American Beast,0,Drama
,The Case of the Grinning Cat,7.7,Action|Adventure|Fantasy|Sci-Fi|Thriller
,Ordet,7.8,Comedy|Romance
,Good Dick,6.1,Documentary
,The Man from Earth,7.7,Drama
,The Trials Of Darryl Hunt,6.8,Drama|Western
,Samantha: An American Girl Holiday,4.6,Horror|Thriller
,Yesterday Was a Lie,6,Drama
,Theresa Is a Mother,0,Drama|Romance
,H.,6.5,Comedy|Fantasy|Horror|Musical|Thriller
,Archaeology of a Woman,0,Western
,Children of Heaven,7.8,Western
,Weekend,7.4,Horror
,She's Gotta Have It,6.1,Comedy|Drama
,Butterfly Girl,0,Crime|Horror|Mystery
,The World Is Mine,0,Adventure|Comedy|Romance|War
,Another Earth,6.8,Comedy|Romance
,Sweet Sweetback's Baadasssss Song,4.6,Comedy|Musical
,Perfect Cowboy,5,Comedy|Romance
,Tadpole,5.5,Comedy
,Once,7.3,Action|Adventure|Drama|Romance|Thriller
,The Woman Chaser,4.9,Drama
,The Horse Boy,5.5,Action|Comedy|Romance|War
,When the Lights Went Out,5.8,Drama|Thriller
,Heroes of Dirt,0,Comedy|Drama
,A Charlie Brown Christmas,7.5,Drama
,Antarctic Edge: 70° South,0,Drama
,Aroused,7.2,Comedy
,Top Spin,6.8,Mystery|Thriller
,Roger & Me,7.4,Drama
,An American in Hollywood,0,Drama
,Sound of My Voice,6.3,Drama|Musical
,The Blood of My Brother: A Story of Death in Iraq,0,Adventure|Sci-Fi
,Your Sister's Sister,6.5,Sci-Fi
,A Dog's Breakfast,5.9,Thriller
,The Married Woman,7.1,Drama
,The Birth of a Nation,6.5,Comedy
,The Work and The Story,0,Comedy|Drama|Romance
,Facing the Giants,6.6,Action|Adventure|Comedy|Drama
,The Gallows,4.9,Comedy|Drama|Romance
,Eraserhead,7.5,Documentary
,Hollywood Shuffle,5.7,Adventure|Thriller
,The Mighty,7.1,Children|Comedy
,Penitentiary,4.9,Comedy|Romance
,The Lost Skeleton of Cadavra,6.5,Documentary
,Dude Where's My Dog?,0,Comedy|Drama
,Cheap Thrills,6.3,Action|Adventure|Drama|War
,Indie Game: The Movie,7.4,Horror
,Straightheads,5.2,Comedy|Romance
,Open Secret,7,Drama|Thriller
,Echo Dr.,5,Crime|Drama
,The Night Visitor,7.3,Comedy|Musical
,The Past Is a Grotesque Animal,5.5,Drama
,"Peace, Propaganda & the Promised Land",6.4,Horror|Mystery|Thriller
,Pi,7.1,Comedy
,"I Love You, Don't Touch Me!",6,Drama
,20 Dates,3.7,Drama|Romance
,Queen Crab,3.3,Crime|Drama|Thriller
,Super Size Me,6.6,Documentary
,The FP,4.5,Horror
,Happy Christmas,5.2,Drama|Romance
,The Brain That Wouldn't Die,4.4,Comedy
,Tiger Orange,6.4,Drama|War
,Supporting Characters,6.7,Crime|Drama|Thriller
,Absentia,5.8,Comedy|Crime|Romance
,The Brothers McMullen,6.3,Comedy|Crime
,The Dirties,6,Action|Comedy
,Gabriela,6,Drama
,Tiny Furniture,5.6,Crime|Drama|Film-Noir|Mystery|Thriller
,Hayride,5.1,Comedy|Drama
,The Naked Ape,5,Action|Animation|Sci-Fi
,Counting,8.3,Drama
,The Call of Cthulhu,6.9,Horror
,Bending Steel,5,Action
,The Signal,5.8,Musical
,The Image Revolution,5.7,Action|Crime|Thriller
,This Is Martin Bonner,6.6,Documentary|IMAX
,A True Story,6.8,Drama|Musical
,George Washington,6.4,Documentary|IMAX
,Smiling Fish & Goat On Fire,7,Crime|Drama
,Dawn of the Crescent Moon,2,Comedy
,Raymond Did It,3.2,Documentary|IMAX
,The Last Waltz,7.9,Drama
,"Run, Hide, Die",3.5,Comedy|Crime
,The Exploding Girl,6.4,Documentary|IMAX
,The Legend of God's Gun,0,Crime|Horror|Mystery|Thriller
,Mutual Appreciation,6.1,Action
,Her Cry: La Llorona Investigation,0,Comedy|Drama
,Down Terrace,6.3,Action|Crime|Romance
,Clerks,7.4,Action|Crime|Drama|Romance|Thriller
,Pink Narcissus,6,Drama
,Funny Ha Ha,6.3,Drama
,In the Company of Men,6.8,Drama
,Manito,5.5,Animation|Drama|Fantasy
,Rampage,6,Drama|Fantasy|Mystery|Sci-Fi
,Slacker,6.4,Comedy|Romance
,Dutch Kills,0,Horror|Thriller
,Dry Spell,6,Comedy|Romance
,Flywheel,6.8,Drama|Mystery|Sci-Fi|Thriller
,Backmask,4.7,Action|Comedy|Crime|Drama
,The Puffy Chair,6.2,Drama
,Stories of Our Lives,0,Crime|Drama
,Breaking Upwards,5.6,Comedy
,All Superheroes Must Die,4.2,Drama
,Pink Flamingos,6.2,Documentary
,Clean,6.7,Thriller
,The Circle,6.6,Adventure|Animation|Children|Comedy|Fantasy
,Tin Can Man,2,Action|Sci-Fi|Thriller
,Cure,7.4,Drama
,On The Downlow,6,Crime|Drama
,Sanctuary: Quite a Conundrum,0,Comedy|Fantasy|Romance
,Bang,6,Drama|Thriller
,Primer,6.9,Romance
,Cavite,7.5,Horror|Thriller
,El Mariachi,6.6,Action|Adventure|Sci-Fi|Western
,Newlyweds,5.9,Comedy
,"Signed, Sealed, Delivered",7,Adventure|Children|Fantasy
,Shanghai Calling,5.7,Drama|Romance
,My Date with Drew,6.3,Comedy|Crime|Mystery|Thriller
